country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Tanzania,1985,21633796,3.14 %,619107,7012.0,16.9,6.55,24,16.9 %,3661481,0.44 %,4870921740,36
Tanzania,1980,18538259,3.14 %,530606,-5008.0,16.8,6.73,21,14.7 %,2719241,0.42 %,4458003514,36
Tanzania,1975,15885229,3.25 %,469950,24040.0,16.8,6.75,18,11.2 %,1781210,0.39 %,4079480606,38
Tanzania,1970,13535481,3.07 %,380130,7212.0,17.0,6.79,15,7.9 %,1068352,0.37 %,3700437046,38
Tanzania,1965,11634832,2.97 %,316536,5008.0,17.1,6.8,13,6.1 %,704473,0.35 %,3339583597,46
Tanzania,1960,10052152,2.86 %,264498,2003.0,17.1,6.8,11,5.3 %,528498,0.33 %,3034949748,42
Tanzania,1955,8729662,2.68 %,215980,2003.0,17.1,6.74,10,4.4 %,385389,0.31 %,2773019936,46
Thailand,2020,69799978,0.25 %,174396,19444.0,40.1,1.53,137,51.1 %,35698325,0.90 %,7794798739,20
Thailand,2019,69625582,0.28 %,197129,19444.0,38.3,1.53,136,50.5 %,35132892,0.90 %,7713468100,20
Thailand,2018,69428453,0.32 %,218643,19444.0,38.3,1.53,136,49.8 %,34556078,0.91 %,7631091040,20
Thailand,2017,69209810,0.35 %,238502,19444.0,38.3,1.53,135,49.1 %,33966456,0.92 %,7547858925,20
Thailand,2016,68971308,0.37 %,256797,19444.0,38.3,1.53,135,48.4 %,33362840,0.92 %,7464022049,20
Thailand,2015,68714511,0.45 %,303897,33463.0,37.9,1.53,134,47.7 %,32745680,0.93 %,7379797139,20
Thailand,2010,67195028,0.54 %,355768,11802.0,35.5,1.56,132,43.9 %,29475114,0.97 %,6956823603,19
Thailand,2005,65416189,0.77 %,492709,74749.0,32.8,1.6,128,37.4 %,24476532,1.00 %,6541907027,19
Thailand,2000,62952642,1.15 %,697074,143166.0,30.2,1.77,123,31.4 %,19759915,1.02 %,6143493823,19
Thailand,1995,59467274,1.01 %,581818,-121508.0,26.6,1.99,116,30.3 %,18012031,1.04 %,5744212979,17
Thailand,1990,56558186,1.68 %,906257,100881.0,24.3,2.3,111,29.4 %,16648721,1.06 %,5327231061,18
Thailand,1985,52026901,1.89 %,930486,67985.0,21.8,2.95,102,28.1 %,14621264,1.07 %,4870921740,18
Thailand,1980,47374472,2.28 %,1009632,57445.0,19.7,3.92,93,26.8 %,12695065,1.06 %,4458003514,18
Thailand,1975,42326312,2.79 %,1088355,79114.0,18.5,5.05,83,23.8 %,10058137,1.04 %,4079480606,18
Thailand,1970,36884536,3.00 %,1012375,0.0,18.0,5.99,72,20.9 %,7704931,1.00 %,3700437046,18
Thailand,1965,31822660,3.04 %,885091,0.0,18.3,6.13,62,20.2 %,6434876,0.95 %,3339583597,21
Thailand,1960,27397207,2.93 %,737215,0.0,18.8,6.14,54,19.7 %,5389651,0.90 %,3034949748,21
Thailand,1955,23711132,2.74 %,600154,0.0,18.9,6.14,46,18.0 %,4277639,0.86 %,2773019936,21
Timor Leste,2020,1318445,1.96 %,25326,-5385.0,20.8,4.1,89,32.8 %,432649,0.02 %,7794798739,156
Timor Leste,2019,1293119,1.98 %,25145,-5385.0,19.8,4.34,87,32.4 %,418517,0.02 %,7713468100,156
Timor Leste,2018,1267974,1.99 %,24716,-5385.0,19.8,4.34,85,31.9 %,404880,0.02 %,7631091040,156
Timor Leste,2017,1243258,1.97 %,23970,-5385.0,19.8,4.34,84,31.5 %,391642,0.02 %,7547858925,157
Timor Leste,2016,1219288,1.92 %,22986,-5385.0,19.8,4.34,82,31.1 %,378697,0.02 %,7464022049,156
Timor Leste,2015,1196302,1.81 %,20556,-5606.0,19.6,4.4,80,30.6 %,365966,0.02 %,7379797139,156
Timor Leste,2010,1093523,1.90 %,19678,-7615.0,18.2,5.3,74,28.1 %,307717,0.02 %,6956823603,157
Timor Leste,2005,995135,2.39 %,22154,-5574.0,17.6,6.25,67,26.9 %,267304,0.02 %,6541907027,156
Timor Leste,2000,884366,0.93 %,8006,-16315.0,17.6,5.8,59,23.9 %,211480,0.01 %,6143493823,156
Timor Leste,1995,844334,2.73 %,21304,0.0,20.4,5.6,57,23.3 %,196370,0.01 %,5744212979,156
Timor Leste,1990,737814,2.35 %,16152,0.0,20.6,5.4,50,21.2 %,156717,0.01 %,5327231061,157
Timor Leste,1985,657053,1.84 %,11430,0.0,20.1,5.5,44,18.8 %,123808,0.01 %,4870921740,158
Timor Leste,1980,599905,-0.95 %,-5864,-10280.0,19.4,5.0,40,16.1 %,96847,0.01 %,4458003514,157
Timor Leste,1975,629227,1.94 %,11532,0.0,19.7,5.5,42,15.4 %,97038,0.02 %,4079480606,154
Timor Leste,1970,571565,1.92 %,10376,0.0,19.9,5.8,38,13.6 %,77977,0.02 %,3700437046,154
Timor Leste,1965,519686,1.83 %,9031,0.0,19.4,6.2,35,12.0 %,62237,0.02 %,3339583597,154
Timor Leste,1960,474532,1.56 %,7062,0.0,18.9,6.4,32,10.6 %,50449,0.02 %,3034949748,154
Timor Leste,1955,439223,1.15 %,4893,0.0,18.4,6.55,30,10.5 %,46096,0.02 %,2773019936,154
Togo,2020,8278724,2.43 %,196358,-2000.0,19.4,4.35,152,43.3 %,3588464,0.11 %,7794798739,102
Togo,2019,8082366,2.45 %,193273,-2000.0,18.9,4.62,149,42.8 %,3458565,0.10 %,7713468100,102
Togo,2018,7889093,2.48 %,190619,-2000.0,18.9,4.62,145,42.2 %,3332348,0.10 %,7631091040,102
Togo,2017,7698474,2.51 %,188523,-2000.0,18.9,4.62,142,41.7 %,3209660,0.10 %,7547858925,102
Togo,2016,7509951,2.55 %,186793,-2000.0,18.9,4.62,138,41.1 %,3090315,0.10 %,7464022049,102
Togo,2015,7323158,2.66 %,180296,-1999.0,18.8,4.69,135,40.6 %,2974138,0.10 %,7379797139,102
Togo,2010,6421679,2.73 %,162008,-2120.0,18.5,5.04,118,38.0 %,2440749,0.09 %,6956823603,104
Togo,2005,5611640,2.65 %,137448,-6600.0,18.3,5.31,103,35.6 %,1999646,0.09 %,6541907027,108
Togo,2000,4924402,3.10 %,139622,16000.0,18.0,5.54,91,33.2 %,1635589,0.08 %,6143493823,111
Togo,1995,4226291,2.29 %,90396,-23300.0,17.1,5.9,78,31.1 %,1312348,0.07 %,5744212979,117
Togo,1990,3774312,3.02 %,104264,-4000.0,16.8,6.5,69,28.7 %,1082639,0.07 %,5327231061,117
Togo,1985,3252994,3.64 %,106431,10000.0,16.7,7.06,60,26.6 %,864068,0.07 %,4870921740,122
Togo,1980,2720839,2.45 %,62079,-20000.0,16.8,7.28,50,24.7 %,671030,0.06 %,4458003514,124
Togo,1975,2410446,2.64 %,58985,-10000.0,17.1,7.2,44,22.9 %,552648,0.06 %,4079480606,127
Togo,1970,2115522,4.36 %,81378,27785.0,17.6,6.94,39,21.3 %,450180,0.06 %,3700437046,127
Togo,1965,1708630,1.57 %,25623,-15577.0,18.1,6.65,31,14.9 %,255436,0.05 %,3339583597,126
Togo,1960,1580513,1.41 %,21335,-11467.0,18.5,6.42,29,10.1 %,159599,0.05 %,3034949748,129
Togo,1955,1473839,1.10 %,15676,-9384.0,18.9,6.33,27,6.7 %,98676,0.05 %,2773019936,126
Tokelau,2019,1340,1.59 %,21,,,,134,0 %,0,0.00 %,7713468100,234
Tokelau,2018,1319,1.46 %,19,,,,132,0 %,0,0.00 %,7631091040,234
Tokelau,2017,1300,1.4 %,18,,,,130,0 %,0,0.00 %,7547858925,234
Tokelau,2016,1282,2.4 %,30,,,,128,0 %,0,0 %,7464022049,234
Tokelau,2015,1252,1.89 %,22,,,,125,0 %,0,0 %,7379797139,234
Tokelau,2010,1140,-1.15 %,-14,,,,114,0 %,0,0 %,6956823603,234
Tokelau,2005,1208,-4.91 %,-69,,,,121,0 %,0,0 %,6541907027,234
Tokelau,2000,1554,0.48 %,7,,,,155,0 %,0,0 %,6143493823,234
Tokelau,1995,1517,-1.16 %,-18,,,,152,0 %,0,0 %,5744212979,234
Tokelau,1990,1608,-1.21 %,-20,,,,161,0 %,0,0 %,5327231061,234
Tokelau,1985,1709,1.93 %,31,,,,171,0 %,0,0 %,4870921740,234
Tokelau,1980,1553,-0.24 %,-4,,,,155,0 %,0,0 %,4458003514,234
Tokelau,1975,1572,-0.61 %,-10,,,,157,0 %,0,0 %,4079480606,234
Tokelau,1970,1621,-3.35 %,-60,,,,162,0 %,0,0 %,3700437046,234
Tokelau,1965,1922,0.52 %,10,,,,192,0 %,0,0 %,3339583597,234
Tokelau,1960,1873,3.11 %,53,,,,187,0 %,0,0 %,3034949748,234
Tokelau,1955,1607,0.52 %,8,,,,161,0 %,0,0 %,2773019936,234
Tonga,2020,105695,1.15 %,1201,-800.0,22.4,3.58,147,24.3 %,25648,0.00 %,7794798739,198
Tonga,2019,104494,1.26 %,1297,-800.0,22.0,3.75,145,24.3 %,25428,0.00 %,7713468100,199
Tonga,2018,103197,1.18 %,1199,-800.0,22.0,3.75,143,24.4 %,25215,0.00 %,7631091040,199
Tonga,2017,101998,0.86 %,865,-800.0,22.0,3.75,142,24.5 %,25027,0.00 %,7547858925,199
Tonga,2016,101133,0.35 %,352,-800.0,22.0,3.75,140,24.6 %,24876,0.00 %,7464022049,199
Tonga,2015,100781,-0.62 %,-641,-2598.0,21.9,3.79,140,24.6 %,24756,0.00 %,7379797139,199
Tonga,2010,103986,0.60 %,616,-1552.0,21.2,4.03,144,23.4 %,24357,0.00 %,6956823603,196
Tonga,2005,100905,0.59 %,586,-1567.0,21.0,4.23,140,23.2 %,23396,0.00 %,6541907027,197
Tonga,2000,97973,0.41 %,399,-1687.0,19.9,4.29,136,23.0 %,22571,0.00 %,6143493823,197
Tonga,1995,95976,0.19 %,181,-2196.0,19.8,4.62,133,22.9 %,21967,0.00 %,5744212979,197
Tonga,1990,95069,0.25 %,235,-2157.0,19.7,4.74,132,22.7 %,21604,0.00 %,5327231061,196
Tonga,1985,93896,0.20 %,185,-2475.0,18.4,5.5,130,22.3 %,20921,0.00 %,4870921740,194
Tonga,1980,92971,1.03 %,931,-1563.0,18.3,5.5,129,21.2 %,19674,0.00 %,4458003514,193
Tonga,1975,88318,0.92 %,793,-1497.0,16.9,5.5,123,20.3 %,17968,0.00 %,4079480606,191
Tonga,1970,84351,2.56 %,2001,-576.0,15.9,6.5,117,20.2 %,17032,0.00 %,3700437046,190
Tonga,1965,74345,3.84 %,2554,85.0,16.9,7.3,103,19.5 %,14500,0.00 %,3339583597,190
Tonga,1960,61577,2.17 %,1251,-937.0,17.3,7.3,86,17.6 %,10812,0.00 %,3034949748,191
Tonga,1955,55322,3.22 %,1620,-269.0,17.2,7.3,77,15.5 %,8566,0.00 %,2773019936,190
Trinidad And Tobago,2020,1399488,0.32 %,4515,-800.0,36.2,1.73,273,52.4 %,733146,0.02 %,7794798739,154
Trinidad And Tobago,2019,1394973,0.37 %,5130,-800.0,34.3,1.78,272,52.4 %,731559,0.02 %,7713468100,153
Trinidad And Tobago,2018,1389843,0.42 %,5784,-800.0,34.3,1.78,271,52.5 %,730005,0.02 %,7631091040,153
Trinidad And Tobago,2017,1384059,0.47 %,6499,-800.0,34.3,1.78,270,52.6 %,728446,0.02 %,7547858925,153
Trinidad And Tobago,2016,1377560,0.53 %,7232,-800.0,34.3,1.78,269,52.8 %,726847,0.02 %,7464022049,153
Trinidad And Tobago,2015,1370328,0.63 %,8436,-800.0,33.8,1.8,267,52.9 %,725194,0.02 %,7379797139,153
Trinidad And Tobago,2010,1328147,0.48 %,6329,-3721.0,31.9,1.8,259,54.0 %,717501,0.02 %,6956823603,153
Trinidad And Tobago,2005,1296502,0.46 %,5870,-3498.0,29.8,1.75,253,55.0 %,712883,0.02 %,6541907027,152
Trinidad And Tobago,2000,1267153,0.21 %,2591,-6852.0,27.7,1.82,247,55.9 %,708868,0.02 %,6143493823,150
Trinidad And Tobago,1995,1254200,0.54 %,6617,-6563.0,25.7,2.18,244,55.1 %,690758,0.02 %,5744212979,149
Trinidad And Tobago,1990,1221116,0.85 %,10166,-9077.0,24.1,2.75,238,54.2 %,661343,0.02 %,5327231061,149
Trinidad And Tobago,1985,1170285,1.53 %,17108,-6734.0,22.7,3.28,228,53.2 %,622994,0.02 %,4870921740,148
Trinidad And Tobago,1980,1084744,1.42 %,14762,-5987.0,21.6,3.24,211,52.3 %,567444,0.02 %,4458003514,146
Trinidad And Tobago,1975,1010936,1.35 %,13115,-5779.0,20.1,3.45,197,47.7 %,482390,0.02 %,4079480606,145
Trinidad And Tobago,1970,945360,0.73 %,6725,-12262.0,18.8,3.81,184,43.1 %,407105,0.03 %,3700437046,144
Trinidad And Tobago,1965,911737,1.46 %,12752,-11359.0,18.2,5.04,178,38.5 %,351265,0.03 %,3339583597,142
Trinidad And Tobago,1960,847979,2.77 %,21654,-737.0,18.7,5.3,165,34.2 %,289795,0.03 %,3034949748,143
Trinidad And Tobago,1955,739709,2.76 %,18815,-764.0,19.4,5.3,144,30.1 %,222449,0.03 %,2773019936,142
Tunisia,2020,11818619,1.06 %,123900,-4000.0,32.8,2.2,76,70.1 %,8280799,0.15 %,7794798739,79
Tunisia,2019,11694719,1.12 %,129518,-4000.0,31.6,2.24,75,69.8 %,8160285,0.15 %,7713468100,78
Tunisia,2018,11565201,1.15 %,131758,-4000.0,31.6,2.24,74,69.5 %,8038426,0.15 %,7631091040,77
Tunisia,2017,11433443,1.15 %,129498,-4000.0,31.6,2.24,74,69.2 %,7915930,0.15 %,7547858925,77
Tunisia,2016,11303945,1.11 %,123996,-4000.0,31.6,2.24,73,68.9 %,7793657,0.15 %,7464022049,79
Tunisia,2015,11179949,1.00 %,108941,-30000.0,31.3,2.25,72,68.6 %,7672383,0.15 %,7379797139,79
Tunisia,2010,10635244,1.02 %,105695,-8128.0,29.3,2.02,68,66.7 %,7092304,0.15 %,6956823603,78
Tunisia,2005,10106771,0.81 %,79684,-28609.0,27.2,2.04,65,65.2 %,6590593,0.15 %,6541907027,79
Tunisia,2000,9708350,1.25 %,116590,-7961.0,25.1,2.34,62,63.4 %,6152385,0.16 %,6143493823,80
Tunisia,1995,9125398,2.06 %,176580,28068.0,23.1,2.98,59,61.4 %,5602764,0.16 %,5744212979,79
Tunisia,1990,8242496,2.38 %,182580,9800.0,21.3,4.0,53,57.9 %,4770561,0.15 %,5327231061,80
Tunisia,1985,7329594,2.83 %,191111,17116.0,19.9,4.82,47,53.8 %,3942049,0.15 %,4870921740,80
Tunisia,1980,6374039,2.42 %,143425,-14414.0,18.6,5.65,41,50.5 %,3220311,0.14 %,4458003514,80
Tunisia,1975,5656914,2.24 %,118621,-19413.0,17.8,6.39,36,47.6 %,2689901,0.14 %,4079480606,82
Tunisia,1970,5063809,2.17 %,103174,-19305.0,17.0,6.92,33,43.5 %,2200342,0.14 %,3700437046,82
Tunisia,1965,4547941,1.71 %,73941,-28499.0,17.5,6.99,29,39.7 %,1805609,0.14 %,3339583597,79
Tunisia,1960,4178236,1.16 %,46939,-38150.0,18.5,6.85,27,37.5 %,1566577,0.14 %,3034949748,81
Tunisia,1955,3943540,1.81 %,67647,-3733.0,19.4,6.65,25,35.2 %,1389870,0.14 %,2773019936,79
Turkey,2020,84339067,1.09 %,909452,283922.0,31.5,2.08,110,75.7 %,63803445,1.08 %,7794798739,17
Turkey,2019,83429615,1.32 %,1089527,283922.0,30.2,2.11,108,75.2 %,62743912,1.08 %,7713468100,18
Turkey,2018,82340088,1.51 %,1223638,283922.0,30.2,2.11,107,74.8 %,61554688,1.08 %,7631091040,18
Turkey,2017,81116450,1.61 %,1288579,283922.0,30.2,2.11,105,74.3 %,60271457,1.07 %,7547858925,18
Turkey,2016,79827871,1.65 %,1298462,283922.0,30.2,2.11,104,73.8 %,58945516,1.07 %,7464022049,17
Turkey,2015,78529409,1.66 %,1240484,352616.0,29.9,2.12,102,73.4 %,57616730,1.06 %,7379797139,17
Turkey,2010,72326988,1.27 %,884704,-10000.0,28.3,2.2,94,70.8 %,51225748,1.04 %,6956823603,18
Turkey,2005,67903469,1.43 %,932655,-8000.0,26.6,2.37,88,67.8 %,46065593,1.04 %,6541907027,18
Turkey,2000,63240194,1.58 %,950748,-20000.0,24.9,2.65,82,64.7 %,40942328,1.03 %,6143493823,18
Turkey,1995,58486456,1.64 %,912939,-24000.0,23.5,2.9,76,62.1 %,36333494,1.02 %,5744212979,18
Turkey,1990,53921760,1.88 %,957565,-20000.0,22.1,3.39,70,59.2 %,31923032,1.01 %,5327231061,21
Turkey,1985,49133937,2.24 %,1031593,-14000.0,21.0,4.11,64,52.4 %,25769960,1.01 %,4870921740,21
Turkey,1980,43975971,2.29 %,939743,-52000.0,20.0,4.69,57,43.8 %,19252765,0.99 %,4458003514,20
Turkey,1975,39277258,2.41 %,880191,-48000.0,19.6,5.39,51,41.6 %,16333819,0.96 %,4079480606,20
Turkey,1970,34876303,2.40 %,780662,-36000.0,19.0,5.8,45,38.2 %,13334557,0.94 %,3700437046,20
Turkey,1965,30972994,2.43 %,700130,-30000.0,19.1,6.2,40,34.2 %,10601023,0.93 %,3339583597,20
Turkey,1960,27472345,2.51 %,640349,-12001.0,19.4,6.5,36,31.5 %,8657857,0.91 %,3034949748,20
Turkey,1955,24270600,2.54 %,572440,-3800.0,19.8,6.69,32,28.6 %,6929929,0.88 %,2773019936,20
Turkmenistan,2020,6031200,1.50 %,89111,-5000.0,26.9,2.79,13,52.5 %,3167354,0.08 %,7794798739,113
Turkmenistan,2019,5942089,1.56 %,91188,-5000.0,25.9,2.96,13,52.1 %,3092968,0.08 %,7713468100,113
Turkmenistan,2018,5850901,1.62 %,93234,-5000.0,25.9,2.96,12,51.6 %,3018967,0.08 %,7631091040,113
Turkmenistan,2017,5757667,1.68 %,95299,-5000.0,25.9,2.96,12,51.2 %,2945446,0.08 %,7547858925,113
Turkmenistan,2016,5662368,1.74 %,97081,-5000.0,25.9,2.96,12,50.7 %,2872487,0.08 %,7464022049,114
Turkmenistan,2015,5565287,1.81 %,95615,-10000.0,25.6,3.0,12,50.3 %,2800294,0.08 %,7379797139,115
Turkmenistan,2010,5087213,1.36 %,66513,-12543.0,24.4,2.65,11,48.5 %,2466832,0.07 %,6956823603,116
Turkmenistan,2005,4754646,1.03 %,47703,-25177.0,23.0,2.76,10,47.1 %,2237159,0.07 %,6541907027,114
Turkmenistan,2000,4516133,1.42 %,61658,-12935.0,21.7,3.03,10,45.9 %,2073509,0.07 %,6143493823,114
Turkmenistan,1995,4207841,2.69 %,104775,8727.0,20.1,4.03,9,44.8 %,1884853,0.07 %,5744212979,118
Turkmenistan,1990,3683967,2.58 %,87990,-7940.0,19.6,4.55,8,45.1 %,1660542,0.07 %,5327231061,119
Turkmenistan,1985,3244018,2.43 %,73442,-7159.0,19.4,4.79,7,46.0 %,1491485,0.07 %,4870921740,123
Turkmenistan,1980,2876808,2.64 %,70289,-1014.0,18.7,5.6,6,47.1 %,1354342,0.06 %,4458003514,123
Turkmenistan,1975,2525364,2.84 %,66038,5069.0,18.0,6.19,5,47.6 %,1200996,0.06 %,4079480606,124
Turkmenistan,1970,2195175,3.01 %,60515,5629.0,17.7,6.56,5,47.8 %,1048846,0.06 %,3700437046,124
Turkmenistan,1965,1892599,3.37 %,57868,5357.0,18.7,6.8,4,47.1 %,892144,0.06 %,3339583597,130
Turkmenistan,1960,1603258,3.28 %,47725,6004.0,21.7,6.2,3,46.4 %,744101,0.05 %,3034949748,127
Turkmenistan,1955,1364635,2.42 %,30728,1745.0,23.0,5.3,3,45.7 %,623450,0.05 %,2773019936,130
Turks And Caicos Islands,2019,38191,1.4 %,526,,,,40,89.1 %,34040,0.00 %,7713468100,215
Turks And Caicos Islands,2018,37665,1.48 %,550,,,,40,88.9 %,33481,0.00 %,7631091040,216
Turks And Caicos Islands,2017,37115,1.52 %,556,,,,39,88.6 %,32900,0.00 %,7547858925,216
Turks And Caicos Islands,2016,36559,1.61 %,578,,,,38,88.3 %,32288,0 %,7464022049,216
Turks And Caicos Islands,2015,35981,1.96 %,664,,,,38,88 %,31659,0 %,7379797139,216
Turks And Caicos Islands,2010,32660,2.99 %,896,,,,34,85.6 %,27965,0 %,6956823603,218
Turks And Caicos Islands,2005,28180,6.92 %,1603,,,,30,82.4 %,23207,0 %,6541907027,219
Turks And Caicos Islands,2000,20164,4.45 %,790,,,,21,79.1 %,15957,0 %,6143493823,220
Turks And Caicos Islands,1995,16216,6.01 %,821,,,,17,75.6 %,12254,0 %,5744212979,222
Turks And Caicos Islands,1990,12111,3.97 %,428,,,,13,70.9 %,8588,0 %,5327231061,224
Turks And Caicos Islands,1985,9970,4.8 %,416,,,,10,62.4 %,6221,0 %,4870921740,225
Turks And Caicos Islands,1980,7888,2.93 %,212,,,,8,52.7 %,4155,0 %,4458003514,225
Turks And Caicos Islands,1975,6827,3.17 %,197,,,,7,50.9 %,3475,0 %,4079480606,227
Turks And Caicos Islands,1970,5841,0.06 %,4,,,,6,49.3 %,2879,0 %,3700437046,226
Turks And Caicos Islands,1965,5823,-0 %,0,,,,6,42.3 %,2464,0 %,3339583597,225
Turks And Caicos Islands,1960,5824,2.14 %,117,,,,6,46.9 %,2730,0 %,3034949748,224
Turks And Caicos Islands,1955,5238,0.73 %,37,,,,6,47 %,2464,0 %,2773019936,225
Tuvalu,2019,11646,1.2 %,138,,,,388,61.8 %,7202,0.00 %,7713468100,225
Tuvalu,2018,11508,1.21 %,138,,,,384,61.2 %,7042,0.00 %,7631091040,226
Tuvalu,2017,11370,1.29 %,145,,,,379,60.6 %,6886,0.00 %,7547858925,226
Tuvalu,2016,11225,1.14 %,126,,,,374,60 %,6730,0 %,7464022049,226
Tuvalu,2015,11099,1.06 %,114,,,,370,59.2 %,6571,0 %,7379797139,226
Tuvalu,2010,10530,1.04 %,106,,,,351,54.8 %,5771,0 %,6956823603,226
Tuvalu,2005,10000,1.26 %,121,,,,333,49.8 %,4983,0 %,6541907027,226
Tuvalu,2000,9394,0.21 %,19,,,,313,46.1 %,4335,0 %,6143493823,227
Tuvalu,1995,9298,0.85 %,77,,,,310,43.6 %,4058,0 %,5744212979,228
Tuvalu,1990,8913,1.63 %,139,,,,297,41.1 %,3661,0 %,5327231061,227
Tuvalu,1985,8219,1.48 %,116,,,,274,36.1 %,2963,0 %,4870921740,227
Tuvalu,1980,7637,4.73 %,315,,,,255,31.4 %,2401,0 %,4458003514,227
Tuvalu,1975,6060,1.11 %,65,,,,202,32.6 %,1978,0 %,4079480606,229
Tuvalu,1970,5735,1.26 %,70,,,,191,28.1 %,1613,0 %,3700437046,227
Tuvalu,1965,5386,0.24 %,13,,,,180,13.8 %,745,0 %,3339583597,226
Tuvalu,1960,5323,0.98 %,51,,,,177,18.2 %,970,0 %,3034949748,226
Tuvalu,1955,5069,1.64 %,79,,,,169,14.7 %,745,0 %,2773019936,226
Uganda,2020,45741007,3.32 %,1471413,168694.0,16.7,5.01,229,25.7 %,11775012,0.59 %,7794798739,31
Uganda,2019,44269594,3.61 %,1540558,168694.0,16.1,5.62,222,25.2 %,11135655,0.57 %,7713468100,32
Uganda,2018,42729036,3.80 %,1562448,168694.0,16.1,5.62,214,24.6 %,10525083,0.56 %,7631091040,33
Uganda,2017,41166588,3.83 %,1517422,168694.0,16.1,5.62,206,24.2 %,9942312,0.55 %,7547858925,34
Uganda,2016,39649166,3.72 %,1423713,168694.0,16.1,5.62,198,23.7 %,9386309,0.53 %,7464022049,35
Uganda,2015,38225453,3.34 %,1159457,-59999.0,15.9,5.78,191,23.2 %,8855831,0.52 %,7379797139,35
Uganda,2010,32428167,3.21 %,948716,-100000.0,15.4,6.38,162,20.3 %,6573772,0.47 %,6956823603,37
Uganda,2005,27684585,3.20 %,806883,-50000.0,15.2,6.75,139,17.5 %,4841176,0.42 %,6541907027,39
Uganda,2000,23650172,2.99 %,647404,-36000.0,15.2,6.95,118,15.0 %,3554371,0.38 %,6143493823,42
Uganda,1995,20413152,3.30 %,611752,22000.0,15.5,7.06,102,12.9 %,2639817,0.36 %,5744212979,46
Uganda,1990,17354392,3.57 %,559007,40000.0,15.9,7.1,87,11.1 %,1931504,0.33 %,5327231061,47
Uganda,1985,14559355,3.19 %,423404,-24000.0,16.3,7.1,73,9.2 %,1340406,0.30 %,4870921740,50
Uganda,1980,12442334,2.99 %,340986,-36000.0,16.4,7.1,62,7.6 %,945460,0.28 %,4458003514,52
Uganda,1975,10737403,2.68 %,266361,-55222.0,16.5,7.1,54,7.1 %,762275,0.26 %,4079480606,52
Uganda,1970,9405600,3.33 %,283907,10001.0,16.5,7.12,47,6.7 %,629441,0.25 %,3700437046,56
Uganda,1965,7986066,3.37 %,243794,25000.0,16.8,7.05,40,5.5 %,441548,0.24 %,3339583597,65
Uganda,1960,6767095,2.82 %,175660,0.0,17.1,6.95,34,4.4 %,299817,0.22 %,3034949748,65
Uganda,1955,5888793,2.68 %,146121,0.0,17.8,6.9,29,3.5 %,208359,0.21 %,2773019936,65
Ukraine,2020,43733762,-0.59 %,-259876,10000.0,41.2,1.44,75,69.4 %,30334632,0.56 %,7794798739,35
Ukraine,2019,43993638,-0.57 %,-252518,10000.0,40.2,1.48,76,69.2 %,30425950,0.57 %,7713468100,33
Ukraine,2018,44246156,-0.54 %,-241553,10000.0,40.2,1.48,76,69.0 %,30521470,0.58 %,7631091040,32
Ukraine,2017,44487709,-0.51 %,-225993,10000.0,40.2,1.48,77,68.8 %,30622539,0.59 %,7547858925,31
Ukraine,2016,44713702,-0.46 %,-207937,10000.0,40.2,1.48,77,68.7 %,30730872,0.60 %,7464022049,31
Ukraine,2015,44921639,-0.38 %,-174090,26431.0,40.0,1.49,78,68.7 %,30840974,0.61 %,7379797139,31
Ukraine,2010,45792090,-0.47 %,-219736,53908.0,39.5,1.38,79,68.6 %,31411663,0.66 %,6956823603,28
Ukraine,2005,46890772,-0.81 %,-389459,-33089.0,39.1,1.15,81,67.8 %,31788197,0.72 %,6541907027,27
Ukraine,2000,48838065,-0.83 %,-413144,-92453.0,37.8,1.24,84,67.1 %,32793567,0.79 %,6143493823,23
Ukraine,1995,50903785,-0.22 %,-111864,14884.0,36.4,1.62,88,67.0 %,34081946,0.89 %,5744212979,23
Ukraine,1990,51463105,0.21 %,108766,0.0,35.3,1.95,89,66.8 %,34356066,0.97 %,5327231061,22
Ukraine,1985,50919275,0.38 %,190680,37818.0,34.0,2.0,88,64.7 %,32935869,1.05 %,4870921740,19
Ukraine,1980,49965874,0.49 %,242042,20877.0,33.5,1.98,86,61.7 %,30827293,1.12 %,4458003514,17
Ukraine,1975,48755665,0.70 %,333362,41241.0,33.3,2.08,84,58.4 %,28469686,1.20 %,4079480606,16
Ukraine,1970,47088857,0.79 %,364862,53753.0,32.0,2.02,81,54.8 %,25817971,1.27 %,3700437046,16
Ukraine,1965,45264548,1.19 %,519979,91154.0,29.8,2.13,78,50.6 %,22924810,1.36 %,3339583597,15
Ukraine,1960,42664652,1.29 %,529032,-64464.0,28.9,2.7,74,46.8 %,19962621,1.41 %,3034949748,15
Ukraine,1955,40019491,1.42 %,544369,8785.0,28.3,2.81,69,41.4 %,16557439,1.44 %,2773019936,15
United Arab Emirates,2020,9890402,1.23 %,119873,40000.0,32.6,1.42,118,86.4 %,8542144,0.13 %,7794798739,93
United Arab Emirates,2019,9770529,1.45 %,139570,40000.0,32.6,1.64,117,86.0 %,8402990,0.13 %,7713468100,92
United Arab Emirates,2018,9630959,1.52 %,143756,40000.0,32.6,1.64,115,85.7 %,8255643,0.13 %,7631091040,93
United Arab Emirates,2017,9487203,1.35 %,126223,40000.0,32.6,1.64,113,85.5 %,8107436,0.13 %,7547858925,93
